Review
"Delightful phone, the phone is just a peice of art, sleek, eye catchy, super fast and got everything u need...best one available"
Best in every department. I upgraded on iPhone from Samsung S20plus and after use almost 10 days I realise that it’s my good decision.
just love it
Premium product
"It’s my first iPhone ever and I bought it with my earned money through part time jobs in collegeI am a tech freak so you can trust my views -- A14 Bionic is the fastest, most efficient and reliable processor till date- The camera focuses so quickly that you can take DSLR quality photos.- The screen size 6.1 inches is the most comfortable screen size out there and the OLED retina XDR display is so crisp and everything feels real.- The stereo speakers are so clear even on high volume an...READ MORE"
Very good Smartphone . Best performance and battery beck up is still impressive with low MAH. Sharp camera. Camera is wow. Without camera setting and knowledge you don’t take batter Photo. I Uploaded camera picture in day and night time at same location.
This was an awesome buy. I bought this phone for my father who was upgrading from an iPhone 6. He is very happy with this phone. The size is really good. He said that it was even more comfortable to hold than the 6 as it had flat sides. It is Smaller than most android phones but big enough for anything and everything.The performance is Stellar. You won't notice any lag and it's very fast. Ram management is good too. And the phone stays at a reasonable temperature even when using Gmaps.Th...READ MORE
Very cool colour I loved it.
"It is my first iphone bought in bbd sale. Acc to me it is most value for money compare to others phone, everything is good display,sound,performance,everything except battery which is average acc to me. I charged my iphone 12 with 20W charger when my battery comes down to 40% and remove it from charging when it reaches to 80%. It takes about 30 min to charge it. My battery heath is still 100% acc to me which is goodHere are some samples taken by me in iphone12"
Camera is goodBattery is goodPerformance is also good
This was my second iphone after the xr and i can say there’s a lot of difference in day to day tasks.First of all here are some pros• Amazing camera with very good nightmode.• Performance is top notch.• No heating issue like other phones while performing daily   tasks.• The design is very handy and gives a premium feel in hand.Now the cons• Battery is sufficient but could be better but it’s ok for a medium user.• only one con bro that’s iphone there’s no complaint .
Best smartphone under 60k
"This is my 1st Apple product and I must say it's a beast of a device It handle everything in a very smooth ways, it's buttery smooth I'm just loving this device and I must say iphones have something unique in them which everyone must try outI will write my detailed review after using it for 2 months."
Great looks and awesome in-hand feel
"After 7 days useCamera : ExcellentSpeakers : UnbeatableDisplay : OLED (Unbeatable)Comfort : Good (less weight)I am MI user from last 4 years , shifted from redmi note 5 pro to this Cute BEAST...Bought it for 51K , blue color 64GB variant(As 128GB was unavailable and i dont need much storage as I am regular backup guy) ...Happy Diwali in Advance....Night Mode is too good , A14 Processor (OMG ,speeed of light)"
Nice
What a product. Though I am switching from iPhone 11 but still 12 is better many aspects specially in terms of Display which is a major update and camera as well.
"1. First and foremost - The early delivery of Flipkart - The products arrived two days early as expected.2. First-time IOS user - IOS is superfast3. Built Quality - Excellent4. Display - LED - Excellent5. Photos - Wide-angle - Excellent,  Portrait - Excellent, Panorama - Excellent6. Video - Slowmotion 1080 to 240fps - Excellent, Video 4k @ 64 fps7. In-hand feel - Excellent8. As a status symbol - APPLE no wordsI have purchased in an offer so got it at a reasonable rate. Overall thank...READ MORE"
I think it’s price high according to its features bt display quality is too much awsm
"Nothing to say about this device. Absolutely flawless. Premium in-hand feel. Nothing to say about the camera. Surround sound works absolutely fine. A14 Bionic is just flawless. Smooth multi tasking. This is my first big upgrade to any flagship device and the usage is mesmerizing. Im literally impressed. Used 5s and 6s years ago, but nothing comes infront of this! Can blindly go for this device. Kudos to Flipkart and their next day delivery policy. Open box policy is also impressive. Go for it."
"The phone is amazing, i switched to iphone after 3 years from one plus 6. I am certainly feeling why iphones people buy."
Best phone
Overall good phone with super performance
"Stunning look, very premium, awesome camera, I have a moderate use so I get 2 days battery life in single charge, overall very happy with the purchase and last but not the least Fast delivery by Flipkart."
"It's my first iphone ever n i brought it with all my earned moneyThe best is yet to come n i am really happy with the product was delivered on time by flipkartOverall it's  light weighted, awesome camera quality n i love the purple color  so it's a dream come to true finally have a iphone"
"iPhone 6S Plus 64GB -> iPhone 12 128GBMy 2nd iPhone, upgraded after 5 years.Gorgeous display, stunning new blue colour, excellent camera, best hardware-software combination, that’s how I would describe iPhone 12 as a package. Even though my previous iPhone had a 5.5” display and this one has 6.1” display, its overall body size is much smaller. Had to get used to it initially Opening/closing/loading of apps is fast. No issues there. Video playback on this screen looks gorgeous. Took...READ MORE"
My First Iphone..;Buttery smooth ..Camera superb no doubt 4.9/5..Above Average battery backup 4/5Display and performance excellent…I just experienced ios ui..Just say Wow
Excellent product worth every penny right this review after using 7 days earlier was using phone iPhone 6s now on iPhone 12 faster than anything this else… excellent picture quality just love it iPhone12
"OMG….Value for money. Though I had used IPhone earlier iPhone SE/iPhone 7 but this device and his processor 14B processing pictures like amazing.I’ve started exploring and capturing candid and uploading too on social websites.Before this I used to little hesitated but now have confidence.What I’ve got apart from device in box is happiness, satisfaction, confidence, change view to look beauty around…Charging cable and SIM tray ejection pin too.Happy Customer!"
Very good & thank you so much Flipkart
Awesome Love it
"Switched from Android to iPhone and this transition was really smooth due to its easier GUI. I bought this 128 Gb variant and Didn’t waited for iPhone 13 as iPhone 12 has all ,what one need in a perfect phone. In person white colour seems much sexier than purple and black. Attached pics for the reference.1.OLED Screen is good but by default its much of a warmer tone.You can disable the True tone option.Dark mode is lit 2.Battery  lasts a day with Wifi ,location and Mobile Data on. Go...READ MORE"
Osm camera and super performance
"I bought this iphone 12 in big billion days and saved alot thank you so much Flipkart for this amazing deal. The phone is great and has perfect camera, security and performance is ver good of this  phone. No lack at all.Battery backup is good you can spend a single day without charging it.Size is perfect as iPhone 11 has same screen size but diffcult to carry but this device is light and perfect in size.I give 4 star because they don’t other accessories now with iPhone."
Unbelievable experience switching from Android ease to use excellent photography & user interface
Overall Good PerformanceCamera is osmBattery also Good
"The best is yet to come, I am really happy with the product was delivered on time by Flipkart, over all liked the colours it’s a dream come to true to finally have an iPhone. Thank you Flipkart"
Night mode is simply amazing and give you a clear and crisp image even when you are in dark.
Upgrade my I phone 11 to I phone12  .2-Most powerful device2-Camera 3-Display top quality4-over all best device
"The Product is fantastic with great nay awesome camera.Battery management is good but still could be better.Display is very beautiful and treat to watch videos.Design is good, gives vintage iphone kind of look."
"Best device made by Apple so far, I was worried about battery life but damm Apple battery optimisation is top notch."
It’s my first I phone .amazing product .thanks Flipkart for within 2 days delivery.Camera is awesomePerformance mind blowingDisplay rampantBattery nice
"Best iphone purchased , smooth and fasst and the camera is best"
"Excellent phone, positives are clean OS excellent camera and beautiful display overall satisfied and happy to move from android to IOS"
"Beautiful and clear image , best camera phone"
Excellent camera and built quality. Decent battery backup
Camera is awsm nd functioning is smoothhappy with my new phone
Very nice product
I love it best camera phone
Love it n the best part is the camera and performanceBattery is also ok
"Giving reviews after 6 months of usage :Fantastic purchase, loved the battery backup, as well as performance, never lags, never hangs , never crashed"
"I would use the Old Commercial tagline of Apple to describe it in one line, “If You Don’t have an iPhone, Well You Don’t have an iPhone”.          P.S - I have uploaded Outdoor, Indoor, Day light and Night Pictures to show the Magnificent Camera Quality."
"Picture quality is awesome,  but can judge this after a long time usage"
"Best phone ever, replaced my iPhone 8 with 12  amazing graphics"
One of the best
One of the best phone in the world.. image and video is just best…
Great experience and great support from Flipkart delivery team
Nice one
Awesome
Nice
Fantastic & unbearable
Green colour is charming and pricelessNo weight this iPhoneTotally mind blowingBattery backup is not best of best but overall hall day backup normally usageAfter update new version battery backup superb hall day easily use itCamera quality awesome night mode superbDisplay and 4K video look like live sceneContinue live internet use 7 or 8 hour battery backup
Amazing phone!! Worth it!
"All good, I captured some pics by ultra wide camera, its clarity is amazing after zoomed pic"
Loving it
Wonderful camera
Greatest forever
Awesome. Extremely happy with the purchase. Kudos Flipkart for the seamless delivery. iPhone 12 is immaculate!!!
One of the best smartphone ever.
Best phone love uu apple what a camera
Feels Nice and Premium.
Best Phone I have ever seen. All-rounder performance in all the departments. All the cameras are awesome. Night mood is just . Here I am attaching some pictures.
Firstly I would like to thanks Flipkart for one day delivery with secure & safe. Its realy awesome phone. I loved it. This is my first IPhone which I have swep from android to ios.  White colour provide premium look. Tea Cup Pic is from IPhone 12
Excellent phone.. My 1st iPhone.. Loving it
Awesome product…Camera: it’s superb.Battery : quite good and runs for whole day if moderately use.Display and design : perfect. iPhone 12 is looking so premium and best till date.Performance: perfect and very smooth and premium.Colour: i prefer Green because it looks more light green and different than others and ofcourse it gives premium look… 2nd option can be white.Flipkart order : firstly I hesitated to buy from flipkart as it is of bug amount but I ordered and got my phone one day ...READ MORE
Nice looking....best colour for boys.
"Writing this review after using for 3 months. I was android user till date & thought to try out iPhone, but now I am loving it completely & think that will never go back for android. Android is not bad product, but this one is another level of smartness, awesome performance, camera quality will amaze you. Once in life should try iPhone once, this iPhone 12 is 5g & hope it will launched soon in India"
Amazing phone excellent performanceMust buy I love it
I used 7 days one word used --like awesome...
Awesome camera experienceBest in segment performanceBattery average“Kollam pwolli sadanam”
"Perfect phone in every aspect, look and feels premium !!"
"Blazing Fast experience with Great Camera quality, light weight and super handy with superb Call quality. Iphone 12 is a Must buy!"
Awesome product
Good
"Absolutely beautiful camera, I’m loving it"
"Switched from Android to iOS and won’t regret a bit. This one of the best devices have used in a while.Pros:1. Performance is super snappy, no lags whatsoever.2. Battery performance is pretty good too. M not a heavy user so currently charging it once every two days.3. Haven’t used camera much but pretty sure it’s splendid too.4. Size is spot on, neither too big nor too small. Very easy to use in one hand.5. Display is good too. One note though, for those feeling display is too w...READ MORE"
"This is a really great device i had my doubts to go for 12 or 13… and i went with 12 and i dont have any regrets. The camera is amazing whether it is daytime or nighttime the camera defeats any camera in this price range, Processor has always been good in iPhones, although the battery life might be a con for some people who are like me i use the phone way too much so i have charge the phone once in evening and once when i am about to sleep.. it gives around 6-7hrs of battery life if used hars...READ MORE"
Product is very fantastic i am just love it.Display is awesome.Performance like buttery smooth. Iam android user before 6year but never experience like this performance.You can definitely go for this. Due to late delivery i give only three star.
Does anyone see reviews before buying iPhone?
The best anyone can get… Was a heavy mobile Android user but loved the new experience and performance.
Camera and build quality is excellent.
Just wow
Nice
Great product
Awesome performance.
Good
"Truly valuable for money smartphone…, Just go for this beauty and beast"
Blue colour Looks great. OSM performance and camera
AWESOME PHONE ONE OF THE BEST FLAGSHIP PHONE EVER....
"Best ever delivery by flipkart, got this phone in less than 24hrs, really impressed by the delivery, this is my first ever ios device, and i'm really impressed by its features, camera quality, awesome stereo speaker, oled display is awesome but have some warmth feeling making display little bit yellow, battery backup is awesome."
"Bought First Apple product, Awesome design and look.Happy with the performance but little disappointed with no charger and headphone at this price that's why 4 star given.Anyways enjoying the one of the finest iPhone available in Market..Thanks to flipkart for fast delivery."
Excellent quality camera. Feels premium. Superior performance. Flipkart service as always best.
Awesome battery as expected and the product is way better than it's other phone. Unique face ID works in no light makes it more efficient. Overall a good geniune product and highly recommend.
"Moved from iphone 6s to iphone 12. Had a Great experience. Everything working well. Trusted on flipkart & ordered and yes i got the perfect phone for me. Still i got to know that people didnt trust online shopping for this much amount product but feel free & buy it. Value for money. Best display, great camera, unique design, perfect grip."
Wooowww it's really superbExcellent cameraDisplayBatteryTotally I phone Rock....
Such a great phone with great features…excellent camera and display….decent battery life .. value for money phone …beast like processor You can go for this without any hesitation … if u want to use a phone for long term simply go for this (128 gb) …
Relatable
Best. go for itAmazing product
Superb phone
TerrificPurchased on 2nd OctoberMy first iPhone  While using this phone there is an unknown satisfaction Applenever disappoints their customers Just loving  it….
"An absolute charm to have this phone in your hands. Flipkart delivered in the next day in the BBD sale. Camera, display, looks, performance, smooth interface is all that makes iphones standout from rest. And iphone 12 delivers all that you require. Though iPhone's battery has always been the downside. Apple if you are listening we need much more larger battery capacity and you wont have to face any competition.And thankfull we didn't get Nirma soap in our box"
"I got my I phone 12 in just 2 days of order, Thanks flipkart for delivering it faster.Pros:Super faster than previous versionDisplay is amazingSpeaker is absolutely perfect.It gives very classic premium looks.Cons:Charger & earphones are not coming in the box for the you need to spend 4k extra.Cost is very high.Battery backup is not good, it gives only 8hrs like previous versions."
Best phone ever in 2021My first iphone.. Great and awesome experience- Awesome Camera- Awesome security features- Great processing capabilitiesAnd many more...
As always for every release Wonderful product from Apple.
My first iPhone I love it
"Using iPhone since 5S onwards, it's never been a single thought to switch any other mobiles other than Apple. And iPhone 12 is an another wonderful device from Apple, finally upgraded from iPhone 7 --> iPhone 12 256GB. So happy with the product and comfort.Still my old iPhone 7 is working like new, that is what I love about apple products. Highly recommend.Thanks for quick delivery."
"I bought an Iphone 12(64 gb) during the Flipkart sale and got a lovely discount on the product. I also exchanged my Iphone 7 with flipkart and got a very satisfying return rate, which landed me for further discount on the phone. The delivery and return experience was extremely fast and smooth. The package came in fully sealed and secured with an otp, to avoid any scam/manipulation on Flipkart’s part, which was very reassuring. I am grateful for making my purchase of experience so smooth, than...READ MORE"
Best iPhone 12 camera good performance I am very happy thanks Flipkart
"Review after 2 month of usesI have been using iPhone 6s since last 4 years and now I have come to iPhone 12. I am using it since last 2 months, it has been a wonderful experience. If you are also thinking of taking 12, then take it without any rest.Its battery backup is very amazing. Camera quality is amazingIf you are an iPhone lover, then feel free to take 12. And the waterproof test is awesomeIn performance no one can  beat iPhone.overall 5 out of 5 rating"
Awesome in one word
I got my product after 10 days from my ordered date but never mind finally i received my iphone 12 its crazyyyyy Trust me if you wanna have any handy Handset and high performance within your budget then you can go for this Its truly Unbeatable
What a phone ! Its a beast in terms of performance and great battery life. Love the red colour. Got for a great price ! My first apple phone !
The best part is performance and CameraNo need to buy 20-30 k dslrs (without lens) after having this phone
"It’s a beauty which comes at a cost. The transition from Android to IOS has been pretty smooth.My views after  20 days of usage are as follows1. Amazing display2. Excellent camera no comparison with other phones3. Very good sound quality4. The interface is confusing, will get used to it5. Battery is good, could have been better6. The design is awesome and very light in weight.Blue Color is really vibrant"
I am first time use iphone very fast performance battery backup to good iphone unic features copy paste double tap screen shot extra very help ful  camera low light very good but camera manual mode missing no hug but some time get bugs crome browser totally 9/10 thanks to apple
Satisfied
Powerful package
"The blue colour gives a royal feeling, switching from android to IOS is great experience with I phone 12. Really enjoying camera features. Happy to have this."
Good phone
Best buy!!
Awesome
awesome product
The most awaited. I like the White colour iPhone 12 . Overall performance is good nice to handle nice to hold. A handset Worth money. No charger
Phone of my dream..A long dream ends lastly ..
"After 2 months of usage, the device is perfect in all aspects. Nothing to say, ios is as smooth as butter. The battery, lasts well for me for more than a day; mild user though. The display, even with a notch, is cinematic in its own style. Camera is too good to be perfect."
Fastest Phone till now sounds quality like never before and also increase in battery backup
Loved it
"Migration from android to iOS, very much exited to use this phone and the quality of the camera is very good, faster and m very happy with the product. Request to send the proper bill along with the product n that is the only concern I have. Thank you."
"Review after 15 days: Upgraded from iPhone XExcellent phone with amazing battery back up, easily last a day with high usage.Fast charging is also great. Charged 30% to > 80% within 30 mins.Not to mention Camera quality. All iPhone have great camera quality. But upgrading from iPhone X, this phone’s camera quality is even better with better crispness and great in low light.LED screen is pretty awesome. You can get great pictures and videos steaming.Design is pretty awesome. Flat edges...READ MORE"
Awesome
Excellent...loved it!!
Excellent
Best in this price
Switched from anroid to ios and the journey been awesome.  Far better than any phone I have ever used . Everyone remains worried abt the battery performance but trust me I am a heavy user still my battery last easily for a day . Camera is awesome even at low light.  Security is top level.
"So far so good. Almost after 10 years on android, trying iOS for the first time. One thing I liked is lesser idle battery drain."
Looks great !!
Classy phone
"Absolutely Fantastic.I just came to ios from android,Im not a fan of ios but Trust me once you get used to the ios you won’t go back to android. The processing speed was unbelievably Fast. Battery is decent you can get 1Day easily.Camera is unbeatable"
Awesome camera quality
i am using this past 4 months ago but the phone is awesome for using mind blowing
Fully satisfied with overall performance…
Nice one.... I love the camera quality...
"Pros :-Great PerformanceGreat CameraGreat sound quality for callsGreat Display - Finally OLED in the non pro phonesCons :-Battery life - Although iOS is very optimised, still could have been a little betterPrice - Not value for money as compared to other android phonesFor existing apple users don't update if you're coming from iPhone X or 11 series. Won't feel much of an updateFor others, buy it if you're looking for a change from Android or if you're looking to get into the apple...READ MORE"
"Can finally tell I made the perfect colour choice for my first iPhone;Decent looking,Good interface as it's meant to be,very less visible fingerprints and surprisingly handy."
"Finally moved from Android (OnePlus 7T) to iOS & it’s a different level. Display is outstanding. Camera superb as usual. But surprised with the battery performance, its really great. Only drawback is the missing of 90Hz display, missed the fluidity of that. May be with time will habituated with that. But it’s worth noting. Overall an awesome luxurious experience from a luxurious brand."
"After being a long time samsung user i switched to iphone again after iphone 4s and i am thoroughly enjoying it. Ios 14 is much polished and android users will surely enjoy using ios now. Battry lasts a day with moderate use. Performance, usability, camera, sound and display everything is top notch. Icing on the cake apple car play is much more usable than android auto"
I like it exlent I phone 12
Great feeling ios14
Best camera phone
So far so good. It’s my dream to own an iPhone for over a decade. Finally came true with iPhone 12. Previously owned Samsung S9 plus so competing with android i will say my likes and dislikes.Likes:1. OS is really fluid2. Security features like facial recognition for app installation etc3. Little nuances like ringtone sound reduction automatically after I see the mobile4. Camera is good though still equal to Samsung can’t say extraordinary5. Facial unlock is really quick6. 5G ready s...READ MORE
"This iPhone 12 was replacing Android , so it was always going to be a huge step up in performance, and this has not disappointed at all.  The new A14 chip makes light work of alternating between apps, camera and other functions of the phone, everything is so quick and the display is crisp and bright.The camera quality is outstanding, as a keen photographer, it is difficult now to decipher what has been taken with a dedicated camera (in my case a Panasonic LUMIX) or with the iPhone itself....READ MORE"
The phone is very smooth it for a processor is very nice It cameras are decent like DSLR the best phone ever first Apple phone
Worth of buying this product. It’s really a good stuff for apple lover.
An amazing color
"Overall a good experience. Takes sometime to get used to iOS if you're coming from android. The display is good, looks natural. I turned off true tone as I felt it made the display warmer than I like. Also you might find the colours not very saturated if you're coming from a Samsung phone.Battery is very good, lasts an entire day and more for me. Camera is also pretty good."
Got a genuine product. Checked the serial number online as well and it all matched. Works like a charm. Fast as ever. Worth the money
I was upgraded from iPhone X and it was great experience with all the latest specs and flawlessly smooth. Thanks to all new A14 Bionic chip.Build quality was great as always from Apple.Phone feels light on hands due to aluminium body. I chose Blue colour because wanted to go for different colour than routine Black and white iPhones so initially I was bit skeptical but after seeing the phone in person I’m happy with the blue colour “ not bad at all and not too flashy”Grip and feel perfect. ...READ MORE
"Now it's around 16 days using iphone 12, and the real things i like about this phone is camera and it's functions, fast charging processor and in hand feel.The product is worth the price. It's a brand that give you the worth of your money."
Super love you I phone 12
Nice
Very good product. Received in perfect condition from flipkart. I would recommend buying from flipkart at a great deal.
"Premium look..just go .without any doubt.superb camera ,red color is look too cool."
Stunning Phone from IPhone at Stunning price.1. Good Display.2. Good Looking Ceramic coated iPhone 12.3. Performance rocket.4. Camera awesome with added apps for photo n video. Seamlessly great
I was scared to buy iphone online after hearing horrific stories online. That apple care won't be included and all. But as soon as i started setting up and put the serial number online - got full apple coverage details. Before  creating an apple id the serial number would not show any coverage- so no need to panic just create apple id. Seller to flipkart and seller.
Nice
Awsm
Its just awesome
"Amazing performance, handy phone, Good Camara all about good."
Product was fine . No issue .
"A simple ,elegant and functional iPhone . Very happy with the purchase at 54k .No cons yet . But company must provide charger ."
Amazing camera
Love it
One of the best excellent camera
Awsm red productGreat soundGreat batteryGreat cameraGreat display
"I am a tech freak so you can trust my views -- A14 Bionic is the fastest, most efficient and reliable processor till date- The camera focuses so quickly that you can take DSLR quality photos.- The screen size 6.1 inches is the most comfortable screen size out there and the OLED retina XDR display is so crisp and everything feels real.- The stereo speakers are so clear even on high volume an..."
Good experience iPhone 12 mobileCamera clarity good qualityBattery full charged 1 hourDisplay quality good 8kOverall mobile is goodFlipkart Fast deliver 1day
"Well always being user of Apple devices doesn’t makes my think about something new. As everyone knows the things remain same but the way things are advertised are different. But the things had changed now. This new iPhone 12 should be bought with all the MagSafe accessories if you want to enjoy this technology beast. Be it camera, performance, multi tasking or whatever a smartphone can do, this thing does it better. Go for it."
Best deviceBest cameraBest performance(Small advice : go for 128gb)
"First time in my life I'm trying iphone, I'm an android Samsung note user. There are no powerful android phones which are compact to use single handedly..that's the main reason I'm living the iPhone. I didn't go for the 12 Pro max as it is ginormous in size and the 12 mini was reviewed to have sub par battery life. 12 and 12 Pro are the ideal phones for the best of both worlds. I didnt need the telephoto and Lidar camera, so I went with 12 to save some thousands. I'm enjoying the single hande...READ MORE"
"Mobile in hand fill is good like a premium,Camera not so it's just good,Battery backup is very good,Performance is very good."
no need to tell anything . Every one knows about I phone.
Got an iphone 12 128gb green colour as I expected thanks for flipcart. And when it comes to phone iphone is good and i love purple colour but i got green but it's ok when it comes to its performance and camera excellent and battery backup and charging speed is also good..
"price range is not for everyone but if you can afford it don't hesitate a bit because this phones gives you most realistic camera, stunning filters, efficient battery life, multimedia files take low storage, applications run smoothly and last but best part is the security features for messaging and payments.I am not asking everyone to buy it but if you can afford an apple phone then you should always go for it without giving a second thought"
"Best phone ever ..it cost me 54k ,no doubt best performance  ."
"Awesome.. this is my first switch to an IOS Device after using an adroid device untill now. And i am happy. The built quality, display, performance and responsive touch are just excellent.The camera is just way too good. Especially the night mode impressed me a lot. The phone is simple Amazing."
Updated myself from Iphone XR
"amazing, camara results is too good"
Love it Thynkew FlipKart for giving originality n genuine
Awesome camera and built quality
Appreciated with product!!!!!! It's amazing when I ordered there was so many doubt related products quality and refurbished Or duplicate... But when it was reached its amazing experience. Phone was fully packed as it bought from showroom...... And same with warranty... Warranty is in accurately activated by system... Very good product
It's just awsmmmm
Camera is awesome. Even the Night camera
Retina is not good than samsung galaxy s21 ultra
Iphone 12 it’s light weight. Handy and Comfortable.Blue colour looks sexy.Battery performance is great.Look is A1.
"Moved to iPhone from Android since cupcake days and I’m loving it so far. Brilliant display, camera and performance. IOS is still a little behind Android in terms of features and shortcuts in my opinion but it’s very close. Still getting used to all the features of iOS. Per-ordered on the launch day and it arrived barely on time. Overall happy with the purchase."
Good product
"While charging the phone, it is overheated and unable touch it. It is so hot while using also"
Thank you so much Flipkart for fastest delivery.Camera quality is really awesome.
I like it
Nice phone
Super mobile with excellent cam
Only one word for this iPhone #fantabulous ‍
Iphone 12 better than 12pro
"As a android user new to Iphone how i felt in daily usage?1. Camera super2. Battery backup good, it stands for oneday in normal usage, everyday morning you should charge it, while charging 10-80 percent charge it reaches within 45min but for 100% it takes 1.45hrs since i activated optimised charging option.3.you cant copy music from your laptop you should install online music app4. Overall super"
"Nice productCamera,Battery,Screen…all are very good"
Just awesome… loved it
Very attractive and superb performance.
Camera quality is good
It is the best
i am using this iphone12(black) since feb 1.  i am so happy. iam enjoying so much with this. i loved ur service. no fake delivery i got brand new iphone. the function of this phone is super. the only one thing which make me feel little bit sad is its potrait camera becoz of lacked telephoto lens. we cannot take zoomed potrait photos. in my view 2x zoom sholud be given in potrait mode according its price.AT LAST I WANT TO SAY THNKS TO FLIPKART AND ITS TEAM FOR UR FAITHFUL DELIVERY.
Best camera and great battery backup low light picks are awesome and best aperture 1.7 And the pics from Night come out great. best value for money
Superb phone!
"This phone is just awesome, i was planning to buy iphone 12 pro but 35k more just for single lens nahh! but this phone is great, camera, battery, screen ,handy and wow."
Save few bucks and buy this and avoid 13. Used this for a year and great compact beast if you got money to waste else restrict yourself for under 30k androids.Not having great of everything but still best as it got everything you need in top notch phone.
grt phone !! totally love it !!
"I have been using it for the last 1 year, it's an amazing product by Apple. I loved this purple colour.Coming to Flipkart, I always doubted whether online products are genuine or not. But now I am pretty satisfied with this order.Thank you, Flipkart."
Best mobile phone ever…..just go for it…..excellent battery life….no issue in battery….display is mind blowing….sound is like jhakkas….everything is perfect…i will mention one time more very nice battery backup…whole day n more also…if u use wisely your phone with proper settings….worth the value…and thank u Flipkart for fast delivery.
Awsome
World number 1 camera performance
First time Switching completely android to iPhoneAmazing experience
Phone is goood. The clicks are awesome
"Not sure if FLIPKART would dare to keep this review.But if it clicks,then good.I won't review about iPhone12,because its my waste of time. We all are smart enough to watch videos rather than reading reviews here for iPhone.Review (For your safety):Make sure you keep all proofs especially video, while opening the box and initial check like dents,scratches etc etc within hour of delivery.Why its required?If you share photo or make delay in informing,you will realise that no one in the wo...READ MORE"
It’s just awesome...loved it
My first ios device. Oh boy this is a great device. I am so glad that I made the switch. The only thing I miss is the fast refresh rate of android but it’s not as bad as it sounds due to fluidity of iosCameras are excellent but not as sharp as newer android phones with bigger megapixels. But the quality and color accuracy of pictures are great.Battery life is also good. It would run a day and charges upto 90 percent in an hour.The display is gorgeous. One of the best.
Nice cell phone nice camera
